S/N,Category,Intent Type,Question/Article,Answer,1,Digital Club Free Trial,Unnamed: 2,Am I eligible for the 1 month free trial on FairPrice Digital Club?,"All FairPrice online customers who have not been a Digital Club member for the past 6 months are eligible for the 1st-month free trial. To check your eligibility, visit the sign-up page with your registered account.

Eligible customers will be able to see $0.00 on the payment page for their 1st month subscription. "
,,HTML Formatted,How do I create an account?,"You can sign up for an account either by desktop or app.

Via app
https://help.fairprice.com.sg/hc/en-us/articles/360021634372-How-do-I-sign-up-for-an-account-

 Via desktop

1. Visit our FairPrice website
2. Click ""Login""
3. Enter your email address and click ""Next""
 4: Enter your profile details and click ""Submit""

Find more details on the following link
https://help.fairprice.com.sg/hc/en-us/articles/360021634372-How-do-I-sign-up-for-an-account-",,,,,
20,Account,,Why cant i log into my account?,"If you have entered the right email address and are unable to log in, tap on ""Forget Password"" on the Login Page. Follow the instructions to reset your password and log in with your new login details.

If this does not resolve the issue, please send us a screenshot of the error message via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new",,,,,
,,,I cannot sign in my account,"If you have entered the right email address and are unable to log in, tap on ""Forget Password"" on the Login Page. Follow the instructions to reset your password and log in with your new login details.

If this does not resolve the issue, please send us a screenshot of the error message via the web form.
https://help.fairprice.com.sg/hc/en-us/requests/new",,,,,
21,Account,HTML Formatted,I forgot my password and can't log in. What should I do?,"If you have entered the right email address and are unable to log in, tap on ""Forget Password"" on the log in page, follow the steps below to reset your password.

1. On the Log in page, tap on ""Forgot Password""
2. Enter the email address and click ""Send reset link""
3. Check your email for a Reset Password link sent to you.
4. Enter your new password in the ""New Password"". Enter the same password in the ""Confirm Password"" field for confirmation. Click ""Reset Password""
5. Go to fairprice.com.sg to log in with your email address and new password! You've successfully reset your password!",,,,,
,,HTML Formatted,How to reset password?,"If you have entered the right email address and are unable to log in, tap on ""Forget Password"" on the log in page, follow the steps below to reset your password.

1. On the Log in page, tap on ""Forgot Password""
2. Enter the email address and click ""Send reset link""
3. Check your email for a Reset Password link sent to you.
4. Enter your new password in the ""New Password"". Enter the same password in the ""Confirm Password"" field for confirmation. Click ""Reset Password""
5. Go to fairprice.com.sg to log in with your email address and new password! You've successfully reset your password!",,,,,
22,Account,,What is Vulnerability Disclosure?,"Vulnerability disclosure is the practice of reporting security vulnerabilities (i.e. flaws or weaknesses) in computer software or hardware.

As part of our commitment to provide a secure environment for the general public and customers using our online services, we have established a Vulnerability Disclosure Programme (VDP), for the community to report security vulnerabilities. We will be glad to hear from you if you encounter security vulnerabilities when accessing our online services.

For more information on the Programme and how to report a vulnerability, please visit our VDP policy page here, 
https://www.ntucenterprise.sg/contactus/vulnerability-disclosure-programme/
",,,,,
23,Shop,HTML Formatted,"What are service options, and how do I change service options?","Service options gives you greater flexibility when shopping for groceries. Choose your preferred way of shopping:

If you need an item urgently, Fast & Fresh offers you a selection of products available for 2-hour express delivery. It also carries a wider variety of fresh products.

If you’re looking for a larger assortment of products, cartons and Marketplace items, Cartons & Variety is the service option for you.

You can change the service options with the below steps.

Find more details on the following link
https://help.fairprice.com.sg/hc/en-us/articles/360046937752-What-are-service-options-and-how-do-I-change-service-options-",,,,,
,,HTML Formatted,difficulty with service options,"Service options gives you greater flexibility when shopping for groceries. Choose your preferred way of shopping:

If you need an item urgently, Fast & Fresh offers you a selection of products available for 2-hour express delivery. It also carries a wider variety of fresh products.

If you’re looking for a larger assortment of products, cartons and Marketplace items, Cartons & Variety is the service option for you.

You can change the service options with the below steps.

Find more details on the following link
https://help.fairprice.com.sg/hc/en-us/articles/360046937752-What-are-service-options-and-how-do-I-change-service-options-",,,,,
24,Shop,,How do I get my items back after switching options?,"Unfortunately, it’s not possible to switch stores. Kindly add your favourite items to a shopping list for easy future checkouts.",,,,,
25,Shop,HTML Formatted,Can I change my service options along the way? What happens when I do that?,"Yes. When you switch service options, items in your cart that are not available via the new service will be removed.

You can switch your preferred method of shopping with the following steps:

Step 1: Tap into the delivery address bar
Step 2: Select your preferred method of shopping",,,,,
,,HTML Formatted,modify service options during purchase,"Yes. When you switch service options, items in your cart that are not available via the new service will be removed.

You can switch your preferred method of shopping with the following steps:

Step 1: Tap into the delivery address bar
Step 2: Select your preferred method of shopping",,,,,
26,Shop,,Can i change my service options at checkout?,"No, service options can only be switched before checkout.",,,,,
,,,How to change my service options after checkout?,"No, service options can only be switched before checkout.",,,,,
27,Shop,,"At times, i cannot see the service options",Service options are only available at selected locations based on certain postal codes.,,,,,
